	award.type	award.value	person.type	person.value	birthday.datatype	birthday.type	birthday.value	date.datatype	date.type	date.value	prizemoney.datatype	prizemoney.type	prizemoney.value	personLabel.xml:lang	personLabel.type	personLabel.value	awardLabel.xml:lang	awardLabel.type	awardLabel.value	genderLabel.xml:lang	genderLabel.type	genderLabel.value	birthplaceLabel.xml:lang	birthplaceLabel.type	birthplaceLabel.value	forWork.type	forWork.value	forWorkLabel.xml:lang	forWorkLabel.type	forWorkLabel.value	wiki.id
38	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q129155	http://www.w3.org/2001/XMLSchema#dateTime	literal	1881-03-23T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1937-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	158463	en	literal	Roger Martin du Gard	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Neuilly-sur-Seine						Q129155
39	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q80900	http://www.w3.org/2001/XMLSchema#dateTime	literal	1892-06-26T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1938-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	155077	en	literal	Pearl S. Buck	en	literal	Nobel Prize in Literature	en	literal	female	en	literal	Hillsboro						Q80900
40	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q132723	http://www.w3.org/2001/XMLSchema#dateTime	literal	1888-09-16T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1939-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	148822	en	literal	Frans Eemil Sillanpää	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Hämeenkyrö						Q132723
41	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q159552	http://www.w3.org/2001/XMLSchema#dateTime	literal	1873-01-20T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1944-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	121841	en	literal	Johannes V. Jensen	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Farsø						Q159552
42	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q80871	http://www.w3.org/2001/XMLSchema#dateTime	literal	1889-04-07T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1945-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	121333	en	literal	Gabriela Mistral	en	literal	Nobel Prize in Literature	en	literal	female	en	literal	Vicuña						Q80871
43	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q25973	http://www.w3.org/2001/XMLSchema#dateTime	literal	1877-07-02T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1946-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	121524	en	literal	Hermann Hesse	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Calw						Q25973
44	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q47484	http://www.w3.org/2001/XMLSchema#dateTime	literal	1869-11-22T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1947-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	146115	en	literal	André Gide	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Paris						Q47484
45	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q37767	http://www.w3.org/2001/XMLSchema#dateTime	literal	1888-09-26T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1948-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	159773	en	literal	T. S. Eliot	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	St. Louis						Q37767
46	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q38392	http://www.w3.org/2001/XMLSchema#dateTime	literal	1897-09-25T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1949-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	156290	en	literal	William Faulkner	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	New Albany						Q38392
47	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q33760	http://www.w3.org/2001/XMLSchema#dateTime	literal	1872-05-18T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1950-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	164304	en	literal	Bertrand Russell	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Trellech						Q33760
48	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q93137	http://www.w3.org/2001/XMLSchema#dateTime	literal	1891-05-23T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1951-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	167612	en	literal	Pär Lagerkvist	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Växjö						Q93137
49	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q81685	http://www.w3.org/2001/XMLSchema#dateTime	literal	1885-10-11T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1952-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	171135	en	literal	François Mauriac	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Bordeaux						Q81685
50	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q8016	http://www.w3.org/2001/XMLSchema#dateTime	literal	1874-11-30T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1953-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	175293	en	literal	Winston Churchill	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Blenheim Palace						Q8016
51	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q23434	http://www.w3.org/2001/XMLSchema#dateTime	literal	1899-07-21T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1954-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	181647	en	literal	Ernest Hemingway	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Oak Park						Q23434
52	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q80321	http://www.w3.org/2001/XMLSchema#dateTime	literal	1902-04-23T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1955-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	190214	en	literal	Halldór Laxness	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Reykjavík						Q80321
53	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q131318	http://www.w3.org/2001/XMLSchema#dateTime	literal	1881-12-23T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1956-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	200123	en	literal	Juan Ramón Jiménez	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Moguer						Q131318
54	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q34670	http://www.w3.org/2001/XMLSchema#dateTime	literal	1913-11-07T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1957-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	208629	en	literal	Albert Camus	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Dréan						Q34670
55	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q41223	http://www.w3.org/2001/XMLSchema#dateTime	literal	1890-02-10T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1958-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	214559	en	literal	Boris Pasternak	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Moscow						Q41223
56	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q83038	http://www.w3.org/2001/XMLSchema#dateTime	literal	1901-08-20T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1959-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	220678	en	literal	Salvatore Quasimodo	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Modica						Q83038
57	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q132684	http://www.w3.org/2001/XMLSchema#dateTime	literal	1887-05-31T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1960-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	225987	en	literal	Saint-John Perse	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Pointe-à-Pitre						Q132684
58	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q47561	http://www.w3.org/2001/XMLSchema#dateTime	literal	1892-10-10T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1961-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	250233	en	literal	Ivo Andrić	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Dolac						Q47561
59	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q39212	http://www.w3.org/2001/XMLSchema#dateTime	literal	1902-02-27T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1962-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	257220	en	literal	John Steinbeck	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Salinas						Q39212
60	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q165823	http://www.w3.org/2001/XMLSchema#dateTime	literal	1900-03-13T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1963-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	265000	en	literal	Giorgos Seferis	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Urla						Q165823
61	uri	http://www.wikidata.org/entity/Q37922	uri	http://www.wikidata.org/entity/Q9364	http://www.w3.org/2001/XMLSchema#dateTime	literal	1905-06-21T00:00:00Z	http://www.w3.org/2001/XMLSchema#dateTime	literal	1964-01-01T00:00:00Z	http://www.w3.org/2001/XMLSchema#decimal	literal	273000	en	literal	Jean-Paul Sartre	en	literal	Nobel Prize in Literature	en	literal	male	en	literal	Paris						Q9364
